MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
200828,North,Industrial,2023-02-04 11:00:00,19.65,8.41,15,Active,8.99
200829,East,Industrial,2023-02-04 12:00:00,13.7,8.9,5,Active,7.12
200830,West,Residential,2023-02-04 13:00:00,13.49,4.74,15,Active,9.88
200831,Central,Residential,2023-02-04 14:00:00,7.74,8.54,5,Active,5.1
200832,South,Commercial,2023-02-04 15:00:00,7.13,5.72,15,Active,7.27
200833,East,Residential,2023-02-04 16:00:00,12.55,1.07,60,Active,6.44
200834,North,Residential,2023-02-04 17:00:00,12.82,3.55,0,Active,10.36
200835,West,Residential,2023-02-04 18:00:00,20.28,3.88,0,Active,5.52
200836,Central,Residential,2023-02-04 19:00:00,7.16,8.17,60,Active,9.13
200837,South,Residential,2023-02-04 20:00:00,16.65,10.59,15,Active,4.56
200838,East,Residential,2023-02-04 21:00:00,7.53,5.72,60,Active,9.23
200839,East,Commercial,2023-02-04 22:00:00,29.1,9.83,0,Active,5.04
200840,South,Industrial,2023-02-04 23:00:00,13.01,8.77,10,Active,9.16
200841,South,Residential,2023-02-05 00:00:00,4.78,9.28,0,Active,5.71
200842,East,Residential,2023-02-05 01:00:00,12.98,10.02,15,Active,9.82
200843,West,Residential,2023-02-05 02:00:00,10.25,3.08,0,Active,6.43
200844,South,Commercial,2023-02-05 03:00:00,19.47,2.49,10,Active,8.52
200845,North,Commercial,2023-02-05 04:00:00,6.36,10.68,0,Active,6.85
200846,West,Residential,2023-02-05 05:00:00,16.75,8.43,10,Active,4.56
200847,East,Industrial,2023-02-05 06:00:00,18.46,3.63,60,Active,10.09
200848,East,Residential,2023-02-05 07:00:00,10.74,9.5,10,Active,10.3
200849,North,Residential,2023-02-05 08:00:00,29.68,8.99,15,Faulty,9.68
200850,Central,Residential,2023-02-05 09:00:00,20.4,1.09,0,Active,7.49
200851,West,Industrial,2023-02-05 10:00:00,27.27,7.79,10,Active,9.11
200852,West,Industrial,2023-02-05 11:00:00,14.55,6.24,30,Active,8.64
200853,North,Commercial,2023-02-05 12:00:00,14.62,4.82,30,Active,9.2
200854,Central,Commercial,2023-02-05 13:00:00,12.25,10.97,15,Active,4.69
200855,East,Residential,2023-02-05 14:00:00,11.8,11.32,15,Active,8.64
200856,South,Industrial,2023-02-05 15:00:00,21.42,3.74,5,Active,6.72
200857,West,Commercial,2023-02-05 16:00:00,8.22,10.92,10,Active,7.7
200858,Central,Residential,2023-02-05 17:00:00,5.99,1.62,0,Active,4.7
200859,South,Residential,2023-02-05 18:00:00,12.65,11.65,0,Active,9.2
200860,South,Commercial,2023-02-05 19:00:00,11.05,11.61,0,Active,6.03
200861,East,Residential,2023-02-05 20:00:00,10.37,7.05,60,Active,10.18
200862,South,Residential,2023-02-05 21:00:00,25.82,2.66,0,Active,5.88
200863,West,Residential,2023-02-05 22:00:00,17.24,3.84,0,Active,6.4
200864,South,Residential,2023-02-05 23:00:00,19.28,10.88,30,Active,8.07
200865,East,Industrial,2023-02-06 00:00:00,8.9,8.46,0,Active,10.4
200866,North,Residential,2023-02-06 01:00:00,22.49,5.04,15,Active,5.04
200867,Central,Commercial,2023-02-06 02:00:00,64.66,10.94,5,Active,7.71
200868,Central,Residential,2023-02-06 03:00:00,48.36,3.75,0,Active,6.86
200869,South,Residential,2023-02-06 04:00:00,13.19,4.55,30,Active,9.52
200870,West,Residential,2023-02-06 05:00:00,6.54,1.07,0,Active,6.19
200871,West,Commercial,2023-02-06 06:00:00,15.39,11.12,0,Active,4.91
200872,West,Residential,2023-02-06 07:00:00,31.27,1.09,10,Active,5.84
200873,West,Residential,2023-02-06 08:00:00,13.87,2.74,15,Active,7.82
200874,North,Commercial,2023-02-06 09:00:00,3.49,9.8,0,Active,10.44
200875,Central,Residential,2023-02-06 10:00:00,15.24,3.73,10,Active,5.61
200876,West,Residential,2023-02-06 11:00:00,7.07,9.81,0,Active,7.21
200877,West,Residential,2023-02-06 12:00:00,10.46,8.51,0,Active,9.16
200878,South,Residential,2023-02-06 13:00:00,11.75,5.81,10,Active,5.6
200879,West,Residential,2023-02-06 14:00:00,13.96,11.38,30,Active,9.14
200880,West,Residential,2023-02-06 15:00:00,19.12,8.58,0,Active,8.23
200881,West,Industrial,2023-02-06 16:00:00,9.6,10.68,15,Active,5.44
200882,Central,Residential,2023-02-06 17:00:00,21.69,2.8,0,Active,5.45
200883,North,Residential,2023-02-06 18:00:00,13.26,9.43,0,Active,6.84
200884,North,Commercial,2023-02-06 19:00:00,23.52,3.61,10,Active,7.59
200885,North,Commercial,2023-02-06 20:00:00,11.45,7.68,30,Active,6.97
200886,West,Commercial,2023-02-06 21:00:00,15.24,11.57,0,Active,9.49
200887,Central,Residential,2023-02-06 22:00:00,22.13,1.04,30,Active,10.15
200888,North,Industrial,2023-02-06 23:00:00,16.52,1.08,0,Active,6.13
200889,West,Residential,2023-02-07 00:00:00,8.57,8.84,30,Active,8.37
200890,North,Residential,2023-02-07 01:00:00,22.62,10.44,0,Active,5.59
200891,Central,Commercial,2023-02-07 02:00:00,30.11,8.91,30,Active,7.2
200892,East,Commercial,2023-02-07 03:00:00,38.71,11.46,5,Active,7.4
200893,East,Residential,2023-02-07 04:00:00,14.49,6.26,60,Active,8.12
200894,East,Commercial,2023-02-07 05:00:00,16.91,2.5,5,Active,7.68
200895,West,Residential,2023-02-07 06:00:00,8.46,3.09,0,Active,9.15
200896,North,Industrial,2023-02-07 07:00:00,28.73,4.48,10,Active,9.28
200897,Central,Residential,2023-02-07 08:00:00,10.99,1.68,0,Active,8.38
200898,Central,Commercial,2023-02-07 09:00:00,19.69,9.98,0,Active,7.49
200899,North,Industrial,2023-02-07 10:00:00,23.41,5.02,5,Active,7.05
200900,North,Residential,2023-02-07 11:00:00,20.62,6.89,30,Active,8.89
200901,Central,Residential,2023-02-07 12:00:00,13.55,3.71,60,Active,5.28
200902,East,Commercial,2023-02-07 13:00:00,21.55,10.93,0,Active,7.34
200903,North,Industrial,2023-02-07 14:00:00,7.04,8.02,5,Active,6.02
200904,North,Residential,2023-02-07 15:00:00,20.91,8.96,5,Active,7.55
200905,East,Industrial,2023-02-07 16:00:00,20.04,8.94,60,Active,10.22
200906,North,Residential,2023-02-07 17:00:00,7.8,10.31,60,Active,5.5
200907,East,Commercial,2023-02-07 18:00:00,15.79,5.85,10,Active,7.48
200908,West,Industrial,2023-02-07 19:00:00,5.75,4.16,0,Active,4.84
200909,North,Industrial,2023-02-07 20:00:00,17.01,2.75,0,Active,7.09
200910,West,Residential,2023-02-07 21:00:00,18.49,1.64,0,Active,6.5
200911,East,Industrial,2023-02-07 22:00:00,23.53,8.96,0,Active,6.08
200912,South,Commercial,2023-02-07 23:00:00,11.67,11.71,5,Active,4.59
200913,Central,Industrial,2023-02-08 00:00:00,25.03,1.45,0,Active,9.06
200914,Central,Residential,2023-02-08 01:00:00,17.81,1.19,0,Active,8.81
200915,North,Residential,2023-02-08 02:00:00,15.54,6.93,60,Active,6.92
200916,East,Commercial,2023-02-08 03:00:00,11.13,2.35,0,Active,5.3
200917,South,Commercial,2023-02-08 04:00:00,5.77,2.45,10,Active,5.85
200918,East,Residential,2023-02-08 05:00:00,18.32,9.76,0,Active,5.07
200919,West,Residential,2023-02-08 06:00:00,20.72,7.17,60,Active,5.27
200920,East,Commercial,2023-02-08 07:00:00,18.08,1.64,0,Active,7.04
200921,Central,Commercial,2023-02-08 08:00:00,4.84,2.73,0,Active,7.54
200922,South,Residential,2023-02-08 09:00:00,20.91,11.17,0,Active,9.63
200923,Central,Commercial,2023-02-08 10:00:00,25.39,2.45,0,Active,7.97
200924,South,Industrial,2023-02-08 11:00:00,17.92,3.52,30,Active,5.1
200925,East,Industrial,2023-02-08 12:00:00,29.01,1.89,0,Active,5.32
200926,Central,Residential,2023-02-08 13:00:00,13.05,10.41,0,Active,10.08
200927,East,Residential,2023-02-08 14:00:00,9.5,6.2,30,Active,8.96
200928,East,Residential,2023-02-08 15:00:00,15.3,8.0,0,Active,9.41
200929,Central,Residential,2023-02-08 16:00:00,13.98,6.56,0,Active,4.9
200930,North,Residential,2023-02-08 17:00:00,18.99,1.58,0,Active,5.04
200931,West,Residential,2023-02-08 18:00:00,23.98,1.38,30,Active,7.18
200932,West,Commercial,2023-02-08 19:00:00,16.69,3.45,0,Active,8.17
200933,Central,Residential,2023-02-08 20:00:00,26.83,9.94,0,Active,5.73
200934,West,Residential,2023-02-08 21:00:00,13.31,10.94,15,Active,6.51
200935,East,Residential,2023-02-08 22:00:00,18.29,11.06,10,Active,8.37
200936,South,Residential,2023-02-08 23:00:00,17.25,6.38,0,Active,6.53
200937,East,Commercial,2023-02-09 00:00:00,21.5,5.7,10,Active,9.08
200938,North,Commercial,2023-02-09 01:00:00,7.21,7.81,15,Active,10.06
200939,South,Commercial,2023-02-09 02:00:00,17.88,7.03,10,Active,5.44
200940,North,Commercial,2023-02-09 03:00:00,10.47,8.82,5,Active,9.65
200941,West,Industrial,2023-02-09 04:00:00,12.59,2.82,0,Active,6.68
200942,East,Residential,2023-02-09 05:00:00,8.39,4.19,0,Active,9.51
200943,East,Commercial,2023-02-09 06:00:00,11.53,5.04,60,Active,7.3
200944,Central,Residential,2023-02-09 07:00:00,23.05,7.92,10,Active,5.75
200945,North,Residential,2023-02-09 08:00:00,13.51,9.19,0,Active,6.21
200946,North,Residential,2023-02-09 09:00:00,1.27,5.02,0,Active,6.73
200947,East,Commercial,2023-02-09 10:00:00,11.09,6.05,10,Active,7.72
200948,South,Residential,2023-02-09 11:00:00,18.83,5.16,10,Active,8.76
200949,Central,Residential,2023-02-09 12:00:00,7.53,6.91,0,Active,8.7
200950,West,Residential,2023-02-09 13:00:00,20.61,10.18,0,Active,7.94
200951,Central,Commercial,2023-02-09 14:00:00,21.64,10.69,10,Active,10.19
200952,East,Residential,2023-02-09 15:00:00,8.72,4.38,5,Active,10.5
200953,South,Residential,2023-02-09 16:00:00,10.19,5.63,30,Active,10.11
200954,South,Industrial,2023-02-09 17:00:00,14.98,5.07,5,Active,7.81
200955,West,Residential,2023-02-09 18:00:00,14.33,3.27,0,Active,5.19
200956,East,Residential,2023-02-09 19:00:00,5.08,1.03,10,Active,5.11
200957,East,Residential,2023-02-09 20:00:00,16.54,3.11,0,Active,6.4
200958,South,Residential,2023-02-09 21:00:00,21.87,9.72,0,Active,7.27
200959,South,Residential,2023-02-09 22:00:00,18.53,6.95,5,Active,8.94
200960,South,Residential,2023-02-09 23:00:00,16.28,6.11,0,Active,8.28
200961,North,Residential,2023-02-10 00:00:00,10.26,11.25,0,Active,4.54
200962,North,Residential,2023-02-10 01:00:00,18.53,5.81,60,Active,10.27
200963,West,Residential,2023-02-10 02:00:00,19.0,6.73,10,Active,6.24
200964,West,Industrial,2023-02-10 03:00:00,22.54,11.72,30,Active,4.97
200965,North,Industrial,2023-02-10 04:00:00,19.56,3.05,0,Active,6.92
200966,North,Residential,2023-02-10 05:00:00,4.38,1.47,0,Active,6.66
200967,North,Commercial,2023-02-10 06:00:00,9.61,1.32,0,Active,6.99
200968,South,Residential,2023-02-10 07:00:00,6.85,11.1,0,Active,8.94
200969,East,Residential,2023-02-10 08:00:00,14.47,5.89,5,Active,10.0
200970,South,Commercial,2023-02-10 09:00:00,39.59,1.57,0,Active,4.68
200971,North,Residential,2023-02-10 10:00:00,15.9,5.84,5,Active,6.75
200972,North,Residential,2023-02-10 11:00:00,10.13,5.01,0,Active,5.08
200973,North,Residential,2023-02-10 12:00:00,11.51,5.35,10,Active,6.34
200974,East,Residential,2023-02-10 13:00:00,18.45,10.68,0,Active,6.5
200975,North,Commercial,2023-02-10 14:00:00,28.51,7.25,5,Faulty,5.9
200976,South,Residential,2023-02-10 15:00:00,12.16,1.34,0,Active,4.64
200977,West,Industrial,2023-02-10 16:00:00,35.41,10.41,15,Active,7.64
200978,South,Commercial,2023-02-10 17:00:00,12.49,8.64,0,Active,5.93
200979,North,Commercial,2023-02-10 18:00:00,18.28,1.71,0,Active,5.83
200980,North,Industrial,2023-02-10 19:00:00,16.83,5.46,60,Active,5.55
200981,East,Residential,2023-02-10 20:00:00,13.56,4.97,5,Active,8.43
200982,South,Commercial,2023-02-10 21:00:00,36.88,3.01,0,Active,7.83
200983,East,Residential,2023-02-10 22:00:00,4.04,6.87,10,Active,5.88
200984,South,Residential,2023-02-10 23:00:00,22.1,3.51,0,Active,6.79
200985,West,Residential,2023-02-11 00:00:00,10.92,9.73,0,Active,8.53
200986,South,Commercial,2023-02-11 01:00:00,6.64,2.93,30,Active,6.29
200987,South,Commercial,2023-02-11 02:00:00,6.91,1.86,60,Active,8.39
200988,West,Residential,2023-02-11 03:00:00,18.23,4.88,5,Active,5.51
200989,South,Commercial,2023-02-11 04:00:00,14.76,8.96,10,Active,7.45
200990,East,Commercial,2023-02-11 05:00:00,14.66,2.7,0,Active,9.21
200991,East,Residential,2023-02-11 06:00:00,29.4,6.22,15,Active,9.73
200992,Central,Residential,2023-02-11 07:00:00,8.97,2.01,0,Active,10.25
200993,South,Industrial,2023-02-11 08:00:00,14.89,7.91,0,Active,10.11
200994,East,Residential,2023-02-11 09:00:00,7.03,8.15,15,Faulty,6.33
200995,South,Commercial,2023-02-11 10:00:00,10.87,10.48,60,Active,9.34
200996,North,Residential,2023-02-11 11:00:00,6.07,11.0,0,Active,10.18
200997,East,Commercial,2023-02-11 12:00:00,22.95,11.72,10,Active,4.58
200998,North,Industrial,2023-02-11 13:00:00,12.04,7.9,0,Active,6.36
200999,West,Industrial,2023-02-11 14:00:00,11.27,9.82,0,Active,7.08
201000,South,Residential,2023-02-11 15:00:00,12.41,9.95,10,Active,8.68
201001,West,Commercial,2023-02-11 16:00:00,13.52,2.28,30,Active,4.68
201002,North,Commercial,2023-02-11 17:00:00,23.7,4.68,0,Faulty,7.6
201003,North,Residential,2023-02-11 18:00:00,12.03,7.74,0,Active,10.01
201004,South,Commercial,2023-02-11 19:00:00,26.94,4.94,0,Active,5.43
201005,South,Residential,2023-02-11 20:00:00,12.99,8.19,0,Active,5.45
201006,Central,Residential,2023-02-11 21:00:00,9.47,7.77,15,Active,7.04
201007,South,Residential,2023-02-11 22:00:00,22.75,11.04,0,Active,8.09
201008,East,Commercial,2023-02-11 23:00:00,25.9,6.19,15,Active,8.85
201009,East,Residential,2023-02-12 00:00:00,24.1,8.53,0,Active,9.67
201010,North,Industrial,2023-02-12 01:00:00,53.92,9.66,0,Active,8.51
201011,East,Commercial,2023-02-12 02:00:00,16.98,7.03,15,Active,4.97
201012,Central,Commercial,2023-02-12 03:00:00,26.92,9.64,0,Active,5.22
201013,West,Industrial,2023-02-12 04:00:00,5.71,8.51,15,Active,9.16
201014,West,Residential,2023-02-12 05:00:00,6.79,5.75,0,Active,8.22
201015,East,Residential,2023-02-12 06:00:00,6.55,11.99,10,Faulty,6.64
201016,North,Residential,2023-02-12 07:00:00,13.85,9.94,15,Active,4.85
201017,South,Residential,2023-02-12 08:00:00,6.88,1.52,5,Active,9.6
201018,Central,Commercial,2023-02-12 09:00:00,6.49,11.23,30,Active,5.46
201019,South,Commercial,2023-02-12 10:00:00,19.25,8.28,60,Active,7.69
201020,South,Commercial,2023-02-12 11:00:00,10.79,3.58,0,Active,7.41
201021,South,Residential,2023-02-12 12:00:00,14.35,1.59,0,Active,7.28
201022,South,Residential,2023-02-12 13:00:00,13.69,1.3,15,Active,4.97
201023,Central,Residential,2023-02-12 14:00:00,4.63,11.09,0,Active,7.12
201024,South,Industrial,2023-02-12 15:00:00,5.01,11.31,60,Active,9.13
201025,North,Commercial,2023-02-12 16:00:00,6.8,10.72,60,Active,8.87
201026,West,Residential,2023-02-12 17:00:00,26.5,1.12,60,Active,8.46
201027,North,Residential,2023-02-12 18:00:00,37.34,10.42,0,Active,10.23
201028,North,Residential,2023-02-12 19:00:00,10.61,5.19,0,Active,10.46
201029,West,Residential,2023-02-12 20:00:00,32.31,5.43,30,Active,7.12
201030,North,Commercial,2023-02-12 21:00:00,15.77,1.92,10,Active,6.68
201031,West,Residential,2023-02-12 22:00:00,16.84,9.51,60,Active,5.41
201032,North,Commercial,2023-02-12 23:00:00,12.1,4.42,30,Active,8.06
201033,South,Residential,2023-02-13 00:00:00,13.03,3.55,0,Faulty,4.59
201034,South,Residential,2023-02-13 01:00:00,7.92,5.13,0,Active,8.73
201035,West,Commercial,2023-02-13 02:00:00,13.5,5.94,5,Active,8.39
201036,West,Commercial,2023-02-13 03:00:00,11.34,2.21,30,Active,8.4
201037,South,Commercial,2023-02-13 04:00:00,24.33,2.45,30,Active,6.17
201038,West,Residential,2023-02-13 05:00:00,19.78,6.25,0,Active,9.45
201039,South,Residential,2023-02-13 06:00:00,11.21,12.0,60,Active,9.43
201040,North,Residential,2023-02-13 07:00:00,15.05,1.71,0,Active,5.9
201041,North,Residential,2023-02-13 08:00:00,13.89,5.63,15,Active,7.05
201042,North,Residential,2023-02-13 09:00:00,10.54,7.27,15,Active,6.56
201043,North,Residential,2023-02-13 10:00:00,7.54,4.51,0,Faulty,9.83
201044,North,Commercial,2023-02-13 11:00:00,18.93,11.77,0,Faulty,4.66
201045,West,Industrial,2023-02-13 12:00:00,3.69,2.15,0,Active,10.18
201046,East,Residential,2023-02-13 13:00:00,12.44,4.55,0,Faulty,5.79
201047,West,Industrial,2023-02-13 14:00:00,17.1,4.91,10,Active,4.92
201048,West,Residential,2023-02-13 15:00:00,20.73,1.7,0,Active,4.89
201049,West,Commercial,2023-02-13 16:00:00,15.09,4.97,60,Active,8.68
201050,West,Commercial,2023-02-13 17:00:00,33.86,4.25,5,Active,4.56
201051,South,Residential,2023-02-13 18:00:00,4.51,3.05,0,Active,7.75
201052,East,Commercial,2023-02-13 19:00:00,10.59,4.81,5,Active,10.02
201053,North,Industrial,2023-02-13 20:00:00,12.98,2.78,15,Active,7.95
201054,North,Residential,2023-02-13 21:00:00,21.83,8.15,5,Active,5.94
201055,Central,Residential,2023-02-13 22:00:00,20.88,4.8,60,Active,6.22
201056,Central,Industrial,2023-02-13 23:00:00,18.95,8.17,30,Active,9.55
201057,East,Residential,2023-02-14 00:00:00,7.2,5.94,60,Active,7.04
201058,South,Commercial,2023-02-14 01:00:00,5.4,9.19,0,Active,6.73
201059,South,Commercial,2023-02-14 02:00:00,27.89,6.67,60,Active,4.62
201060,South,Commercial,2023-02-14 03:00:00,14.88,8.32,0,Active,7.0
201061,Central,Commercial,2023-02-14 04:00:00,12.29,1.68,0,Active,6.92
201062,East,Residential,2023-02-14 05:00:00,13.34,1.41,5,Active,6.17
201063,West,Industrial,2023-02-14 06:00:00,22.18,11.43,0,Active,9.52
201064,East,Commercial,2023-02-14 07:00:00,20.07,7.31,15,Active,5.73
201065,East,Residential,2023-02-14 08:00:00,23.99,6.43,30,Active,6.79
201066,North,Residential,2023-02-14 09:00:00,9.52,6.29,30,Active,6.46
201067,East,Commercial,2023-02-14 10:00:00,21.45,3.95,0,Active,6.52
201068,North,Residential,2023-02-14 11:00:00,21.74,5.15,0,Active,8.21
201069,West,Residential,2023-02-14 12:00:00,15.4,7.2,5,Active,9.53
201070,North,Residential,2023-02-14 13:00:00,26.49,6.67,30,Active,10.16
201071,North,Industrial,2023-02-14 14:00:00,40.08,6.25,0,Active,7.28
201072,North,Commercial,2023-02-14 15:00:00,24.03,5.78,0,Active,7.16
201073,North,Residential,2023-02-14 16:00:00,13.43,1.79,5,Faulty,10.37
201074,East,Commercial,2023-02-14 17:00:00,9.72,7.43,0,Active,6.14
201075,Central,Residential,2023-02-14 18:00:00,15.51,4.8,0,Active,5.73
201076,Central,Residential,2023-02-14 19:00:00,9.99,10.88,0,Active,6.2
201077,South,Residential,2023-02-14 20:00:00,15.45,8.92,15,Active,4.91
201078,West,Commercial,2023-02-14 21:00:00,10.11,7.51,5,Active,6.19
201079,South,Residential,2023-02-14 22:00:00,4.85,11.35,15,Active,4.7
201080,Central,Industrial,2023-02-14 23:00:00,18.67,7.31,10,Faulty,9.26
201081,South,Residential,2023-02-15 00:00:00,13.63,2.64,60,Active,8.41
201082,West,Residential,2023-02-15 01:00:00,17.02,5.24,0,Active,6.1
201083,Central,Residential,2023-02-15 02:00:00,18.82,11.88,5,Active,8.72
201084,North,Industrial,2023-02-15 03:00:00,12.56,3.25,0,Active,6.27
201085,Central,Industrial,2023-02-15 04:00:00,14.4,6.36,5,Active,7.16
201086,South,Residential,2023-02-15 05:00:00,27.24,11.71,0,Active,5.35
201087,North,Residential,2023-02-15 06:00:00,19.36,2.37,0,Active,6.73
201088,Central,Residential,2023-02-15 07:00:00,16.56,3.94,0,Active,9.34
201089,North,Commercial,2023-02-15 08:00:00,13.44,11.9,5,Active,9.31
201090,North,Residential,2023-02-15 09:00:00,8.85,11.63,30,Active,8.48
201091,South,Industrial,2023-02-15 10:00:00,13.85,1.34,10,Active,6.81
201092,West,Commercial,2023-02-15 11:00:00,11.6,9.04,10,Active,6.51
201093,Central,Residential,2023-02-15 12:00:00,20.73,8.42,60,Active,5.9
201094,Central,Residential,2023-02-15 13:00:00,3.54,2.35,15,Active,7.32
201095,South,Industrial,2023-02-15 14:00:00,9.82,1.96,0,Active,9.87
201096,East,Industrial,2023-02-15 15:00:00,22.58,1.41,0,Active,5.78
201097,Central,Residential,2023-02-15 16:00:00,26.65,3.29,5,Active,5.05
201098,South,Residential,2023-02-15 17:00:00,9.56,6.3,15,Active,6.66
201099,East,Residential,2023-02-15 18:00:00,24.13,10.21,0,Active,4.74
201100,North,Residential,2023-02-15 19:00:00,18.02,5.7,0,Active,7.92
201101,East,Residential,2023-02-15 20:00:00,11.76,5.6,0,Active,5.09
201102,Central,Industrial,2023-02-15 21:00:00,4.23,10.72,0,Active,7.09
201103,North,Residential,2023-02-15 22:00:00,16.87,1.11,0,Active,8.25
201104,East,Commercial,2023-02-15 23:00:00,12.8,11.41,30,Active,8.32
201105,South,Commercial,2023-02-16 00:00:00,11.84,2.31,5,Active,6.81
201106,East,Residential,2023-02-16 01:00:00,24.43,9.54,30,Active,10.04
201107,South,Residential,2023-02-16 02:00:00,29.38,1.72,0,Active,8.75
201108,North,Commercial,2023-02-16 03:00:00,28.18,11.0,15,Active,9.88
201109,North,Residential,2023-02-16 04:00:00,20.55,6.98,10,Active,9.44
201110,East,Residential,2023-02-16 05:00:00,8.74,8.15,0,Active,6.96
201111,West,Industrial,2023-02-16 06:00:00,12.22,10.42,0,Active,9.43
201112,Central,Residential,2023-02-16 07:00:00,21.7,5.3,60,Active,10.1
201113,West,Residential,2023-02-16 08:00:00,14.87,3.02,0,Active,7.28
201114,Central,Industrial,2023-02-16 09:00:00,15.81,2.86,0,Active,7.65
201115,North,Residential,2023-02-16 10:00:00,13.41,5.14,0,Active,8.42
201116,Central,Residential,2023-02-16 11:00:00,14.9,4.23,0,Active,9.97
201117,North,Residential,2023-02-16 12:00:00,26.72,2.21,10,Active,5.28
201118,West,Residential,2023-02-16 13:00:00,32.11,1.81,0,Active,8.75
201119,West,Commercial,2023-02-16 14:00:00,15.72,3.58,0,Active,5.67
201120,North,Commercial,2023-02-16 15:00:00,9.28,3.35,0,Active,9.55
201121,Central,Residential,2023-02-16 16:00:00,18.5,6.63,0,Active,7.26
201122,South,Residential,2023-02-16 17:00:00,15.78,2.11,0,Active,5.95
201123,Central,Industrial,2023-02-16 18:00:00,13.18,8.66,0,Active,9.38
201124,East,Residential,2023-02-16 19:00:00,7.87,5.38,60,Active,10.45
201125,North,Residential,2023-02-16 20:00:00,8.7,3.17,30,Active,7.44
201126,South,Residential,2023-02-16 21:00:00,10.49,5.36,5,Active,8.55
201127,North,Industrial,2023-02-16 22:00:00,4.27,1.06,0,Active,5.6
201128,West,Residential,2023-02-16 23:00:00,14.04,9.55,15,Faulty,6.83
201129,West,Residential,2023-02-17 00:00:00,19.86,2.79,0,Active,8.18
201130,North,Residential,2023-02-17 01:00:00,4.0,11.15,30,Active,9.3
201131,West,Residential,2023-02-17 02:00:00,9.64,6.23,0,Active,8.97
201132,North,Residential,2023-02-17 03:00:00,11.57,11.54,60,Active,7.11
201133,Central,Residential,2023-02-17 04:00:00,25.31,1.22,0,Active,10.2
201134,East,Commercial,2023-02-17 05:00:00,26.88,6.25,0,Active,7.83
201135,South,Residential,2023-02-17 06:00:00,12.34,5.19,60,Active,8.59
201136,Central,Commercial,2023-02-17 07:00:00,15.28,9.09,30,Faulty,10.37
201137,West,Industrial,2023-02-17 08:00:00,12.56,6.71,0,Active,8.69
201138,East,Residential,2023-02-17 09:00:00,5.48,10.79,0,Active,7.17
201139,Central,Commercial,2023-02-17 10:00:00,15.43,7.0,0,Active,8.51
201140,North,Residential,2023-02-17 11:00:00,25.34,11.12,0,Active,6.42
201141,South,Residential,2023-02-17 12:00:00,7.54,6.09,0,Active,5.62
201142,North,Residential,2023-02-17 13:00:00,6.34,8.34,5,Active,6.89
201143,North,Residential,2023-02-17 14:00:00,29.9,3.5,30,Active,10.26
201144,Central,Industrial,2023-02-17 15:00:00,19.35,10.84,0,Active,10.29
201145,East,Residential,2023-02-17 16:00:00,25.69,2.13,0,Active,5.63
201146,South,Commercial,2023-02-17 17:00:00,3.62,7.07,30,Active,8.53
201147,Central,Commercial,2023-02-17 18:00:00,34.93,2.96,10,Active,9.76
201148,North,Residential,2023-02-17 19:00:00,17.46,4.81,0,Active,4.72
201149,South,Residential,2023-02-17 20:00:00,24.73,8.52,30,Active,9.2
201150,West,Residential,2023-02-17 21:00:00,20.15,2.58,0,Active,5.65
201151,South,Industrial,2023-02-17 22:00:00,13.91,9.34,30,Active,8.29
201152,East,Residential,2023-02-17 23:00:00,13.23,10.75,30,Active,7.89
201153,North,Commercial,2023-02-18 00:00:00,15.46,1.9,15,Active,9.1
201154,Central,Residential,2023-02-18 01:00:00,10.58,6.26,10,Faulty,5.07
201155,Central,Commercial,2023-02-18 02:00:00,10.85,2.26,60,Active,7.48
201156,East,Residential,2023-02-18 03:00:00,21.19,7.62,60,Active,7.1
201157,South,Commercial,2023-02-18 04:00:00,24.03,8.17,0,Active,7.06
201158,West,Industrial,2023-02-18 05:00:00,17.4,4.43,0,Active,6.14
201159,East,Commercial,2023-02-18 06:00:00,13.31,11.05,0,Active,9.71
201160,North,Residential,2023-02-18 07:00:00,14.08,11.44,0,Active,4.63
201161,West,Residential,2023-02-18 08:00:00,27.52,5.76,0,Active,9.93
201162,North,Residential,2023-02-18 09:00:00,3.68,11.85,5,Active,6.04
201163,West,Commercial,2023-02-18 10:00:00,11.83,6.31,0,Active,9.79
201164,East,Commercial,2023-02-18 11:00:00,8.16,8.98,5,Active,8.77
201165,West,Residential,2023-02-18 12:00:00,7.2,5.09,10,Active,6.94
201166,East,Residential,2023-02-18 13:00:00,9.9,8.76,0,Active,7.24
201167,North,Residential,2023-02-18 14:00:00,12.48,4.91,0,Active,7.18
201168,North,Commercial,2023-02-18 15:00:00,32.45,4.65,0,Active,9.19
201169,Central,Industrial,2023-02-18 16:00:00,8.82,9.17,60,Active,5.61
201170,East,Residential,2023-02-18 17:00:00,22.7,9.82,0,Active,8.75
201171,Central,Industrial,2023-02-18 18:00:00,19.21,2.64,30,Active,5.92
201172,Central,Residential,2023-02-18 19:00:00,18.91,11.14,0,Active,5.57
201173,West,Residential,2023-02-18 20:00:00,13.43,3.43,60,Active,5.05
201174,South,Residential,2023-02-18 21:00:00,6.83,6.23,0,Active,10.36
201175,West,Residential,2023-02-18 22:00:00,13.05,1.64,0,Active,9.48
201176,South,Industrial,2023-02-18 23:00:00,15.87,9.53,0,Active,5.65
201177,North,Commercial,2023-02-19 00:00:00,15.99,9.37,5,Active,5.57
201178,Central,Industrial,2023-02-19 01:00:00,10.85,3.3,0,Active,5.47
